source,source_name,target,target_name,relation,entity_type,comment_role,sentiment,confidence,evidence,weight
place:B0FFFV3BG0,听音广场,entity:96e6271e1dd8484d,黄飞鸿,评论识别人物,人物谱系,背景提及,中性,0.95,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹,1
place:B0FFFV3BG0,听音广场,entity:e6a16adc0c22ecde,珠江文明,评论识别历史,历史记忆谱系,背景提及,中性,0.88,是广东四大名山之一、珠江文明的发源地,1
place:B0FFFV3BG0,听音广场,entity:3424c856de070c9c,音乐的演唱活动,评论呈现体验,体验主题,核心识别,正向,0.92,在这边还会搞一些音乐的演唱活动,1
place:B0FFFV3BG0,听音广场,entity:1cb0a4929545ef82,音乐会,评论呈现体验,体验主题,核心识别,正向,0.9,在这边搞个音乐会，其实还是可以的,1
place:B0FFFV3BG0,听音广场,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,伴随识别,正向,0.85,拍照很出片,1
place:B0FFFV3BG0,听音广场,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,核心识别,正向,0.88,夜景很美很漂亮,1
place:37ad4e63c7e0,听音湖,entity:a74f7eadb634f4c9,康有为,评论识别人物,人物谱系,背景提及,中性,0.95,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹,1
place:37ad4e63c7e0,听音湖,entity:450e1440c68614a3,詹天佑,评论识别人物,人物谱系,背景提及,中性,0.95,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹,1
place:37ad4e63c7e0,听音湖,entity:96e6271e1dd8484d,黄飞鸿,评论识别人物,人物谱系,背景提及,中性,0.95,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹,1
place:37ad4e63c7e0,听音湖,entity:e6a16adc0c22ecde,珠江文明,评论识别历史,历史记忆谱系,背景提及,正向,0.88,是广东四大名山之一、珠江文明的发源地,1
place:37ad4e63c7e0,听音湖,entity:f2652d6660d65686,岭南,评论识别地方性,岭南地方性谱系,伴随识别,正向,0.85,核心体验：仙境瀑布 + 岭南美学,1
place:37ad4e63c7e0,听音湖,entity:5114a477d458cabb,汉服,评论识别非遗,非遗民俗谱系,体验主题,正向,0.92,穿汉服拍剪影秒出大片,1
place:37ad4e63c7e0,听音湖,entity:94f705d34456fa32,早茶,评论识别地方性,岭南地方性谱系,伴随识别,正向,0.9,这里的早茶，午餐花式新颖,1
place:37ad4e63c7e0,听音湖,entity:47d8611505448c03,樵山文化中心,评论识别空间,文化空间谱系,核心识别,正向,0.94,樵山文化中心是听音湖的地标性建筑,1
place:37ad4e63c7e0,听音湖,entity:9aac0cce86cb3c0b,观心小镇,评论识别空间,文化空间谱系,核心识别,中性,0.91,来到对岸的观心小镇,1
place:37ad4e63c7e0,听音湖,entity:5d807ccb6cdb8297,草地音乐会,评论呈现体验,体验主题,核心识别,正向,0.93,草地音乐会真的是相当的不错,1
place:37ad4e63c7e0,听音湖,entity:10699386a145f8e6,夜景灯光,评论呈现体验,体验主题,核心识别,正向,0.89,灯光变幻下宛如流动的彩缎,1
place:B0FFG4RUQU,吴家大院,entity:f6f29bce7c697c2a,清末光绪年间,评论识别历史,历史记忆谱系,核心识别,中性,0.95,始建于清末光绪年间的吴家大院,1
place:B0FFG4RUQU,吴家大院,entity:cb3dc569b033165f,中西合壁的大宅,评论识别空间,文化空间谱系,核心识别,正向,0.92,中西合壁的大宅,1
place:B0FFG4RUQU,吴家大院,entity:c2294e8a45365cd7,南海区侨乡博物馆,评论识别空间,文化空间谱系,核心识别,中性,0.98,现在是南海区侨乡博物馆,1
place:B0FFG4RUQU,吴家大院,entity:fea3a2695346be20,侨乡,评论识别地方性,岭南地方性谱系,核心识别,中性,0.94,九江是侨乡,1
place:B0FFG4RUQU,吴家大院,entity:96c2f691a5aa43c7,吴氏族人,评论识别人物,人物谱系,伴随识别,中性,0.88,吴氏族人从海外淘金归来后所建,1
place:B0FFG4RUQU,吴家大院,entity:6320c06d68fcdfbe,吴庚南,评论识别人物,人物谱系,核心识别,中性,0.96,由越南华侨吴庚南及畅如兄弟始建于清末光绪年间,1
place:B0FFG4RUQU,吴家大院,entity:ddfb0e40ef6d607d,吴慎德堂,评论识别空间,文化空间谱系,背景提及,中性,0.9,后改为“吴慎德堂”,1
place:B0FFG4RUQU,吴家大院,entity:12379015e6ea9aeb,双耳屋,评论识别空间,文化空间谱系,核心识别,正向,0.93,保存比较完整的双耳屋,1
place:B0FFG4RUQU,吴家大院,entity:dbc1aa1dc7f51c0a,家族记忆,评论识别历史,历史记忆谱系,核心识别,正向,0.91,展示九江镇吴姓家族的故事,1
place:B0FFG4RUQU,吴家大院,entity:48eb2e341e37163e,古色古香,评论呈现体验,体验主题,体验主题,正向,0.85,喜欢古色古香的朋友可以来看看,1
place:B0FFG4RUQU,吴家大院,entity:fbafaf970c9a8bc1,九江历史文化展映,评论呈现体验,体验主题,体验主题,中性,0.89,里面陈设了九江历史文化展映,1
place:B0FFG24UH1,基督教盐步堂,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,核心识别,正向,0.95,喜欢拍照的朋友去吧,1
place:B0FFG24UH1,基督教盐步堂,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,核心识别,正向,0.92,洁白如画 天高云淡,1
place:B0FFG24UH1,基督教盐步堂,entity:b596e8027196e19c,文化认知,评论呈现体验,体验主题,伴随识别,正向,0.85,每次都有不一样的感悟，永生之道，复活在望,1
place:B0H0J7XPQC,夏漖粮园·喜文化创意基地,entity:4da43eb53ab88ebb,百年老粮仓,评论识别空间,文化空间谱系,核心识别,正向,0.95,这里由百年老粮仓改造而成,1
place:B0H0J7XPQC,夏漖粮园·喜文化创意基地,entity:eb4aeab3cb45e012,岭南水乡,评论识别地方性,岭南地方性谱系,伴随识别,正向,0.88,完美融合了岭南水乡的静谧与文艺气息,1
place:B0H0J7XPQC,夏漖粮园·喜文化创意基地,entity:87f55e30c437224b,红砖碧瓦,评论识别空间,文化空间谱系,背景提及,正向,0.75,小桥流水、红砖碧瓦,1
place:B0H0J7XPQC,夏漖粮园·喜文化创意基地,entity:6c389752a363d242,米仓艺术空间,评论识别空间,文化空间谱系,核心识别,正向,0.82,米仓艺术空间 怀旧电影感拿捏了,1
place:B0H0J7XPQC,夏漖粮园·喜文化创意基地,entity:b8e9bd6e716a311b,西瓜小姐环球梦之旅展览,评论呈现体验,体验主题,核心识别,正向,0.9,恰逢夏漖粮园园区内正有西瓜小姐的展览,1
place:B0H0J7XPQC,夏漖粮园·喜文化创意基地,entity:5b76dbc343a34f91,3D 画互动,评论呈现体验,体验主题,核心识别,正向,0.85,可以沉浸式与 3D 画互动,1
place:B0H0J7XPQC,夏漖粮园·喜文化创意基地,entity:6c1e2013f287ba7d,香纂茶道,评论呈现体验,体验主题,伴随识别,正向,0.78,体验香纂茶道 静心练字超治愈,1
place:B0FFIR4D6W,大观博物馆,entity:8d92abc6d688a86e,青铜镜,评论识别非遗,非遗民俗谱系,核心识别,正向,0.95,成为了青铜镜艺术的殿堂,1
place:B0FFIR4D6W,大观博物馆,entity:e06c448b447961ba,经幢碑刻,评论识别空间,文化空间谱系,伴随识别,中性,0.88,收藏了古代青铜器、汉唐陶器、琉璃古珠、经幢碑刻,1
place:B0FFIR4D6W,大观博物馆,entity:aaa03fa384f4bad6,宋徽宗,评论识别人物,人物谱系,背景提及,中性,0.92,博物馆以金石收藏大家宋徽宗的年号“大观”命名,1
place:B0FFIR4D6W,大观博物馆,entity:6acd7bb2a97a14ee,丁方忠,评论识别人物,人物谱系,背景提及,中性,0.9,由民营企业家丁方忠及其弟弟丁芳桂创建,1
place:B0FFIR4D6W,大观博物馆,entity:f2652d6660d65686,岭南,评论识别地方性,岭南地方性谱系,背景提及,中性,0.85,原来大观与岭南金融博物馆是一家,1
place:B0FFIR4D6W,大观博物馆,entity:a2034238c6c98731,展陈讲解,评论呈现体验,体验主题,体验主题,正向,0.93,不仅以其丰富的藏品和独特的展览吸引着无数历史与艺术爱好者,1
place:B0FFIR4D6W,大观博物馆,entity:b596e8027196e19c,文化认知,评论呈现体验,体验主题,体验主题,正向,0.91,让人仿佛穿越了时空，回到了那个辉煌灿烂的时代,1
place:B0FFHJ45NL,天湖公园,entity:96e6271e1dd8484d,黄飞鸿,评论识别人物,人物谱系,核心识别,正向,0.95,意外收获：'2010 年‘黄飞鸿杯’华人醒狮邀请赛——水上擂台’正在上演,2
place:B0FFHJ45NL,天湖公园,entity:1d7c1a1f3acdd8a3,醒狮,评论识别非遗,非遗民俗谱系,核心识别,正向,0.96,从小看舞狮，第一次看见在水上打擂,1
place:B0FFHJ45NL,天湖公园,entity:91dc7453f4f2461f,舞狮,评论识别非遗,非遗民俗谱系,伴随识别,正向,0.93,国庆在这里还有舞狮竞赛,1
place:B0FFHJ45NL,天湖公园,entity:b0bbcaf0f5347e0c,黄飞鸿醒狮的看台,评论识别空间,文化空间谱系,背景提及,中性,0.88,那边还有一个黄飞鸿醒狮的看台，每年都有比赛看的,1
place:B0FFHJ45NL,天湖公园,entity:74e3a252bf370988,水上擂台,评论呈现体验,体验主题,体验主题,正向,0.91,第一次看见在水上打擂，有点小刺激,1
place:B0FFHJ45NL,天湖公园,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,体验主题,正向,0.85,非常适合拍照,2
place:B0FFHJ45NL,天湖公园,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,体验主题,正向,0.82,沿着天湖边走的，很舒服,1
place:B0FFF4FNIM,孝德湖公园,entity:e908f777917e6426,孝德文化,评论识别历史,历史记忆谱系,核心识别,中性,0.95,系一个主题公园——孝德文化宣传,1
place:B0FFF4FNIM,孝德湖公园,entity:64d266e76ec289ae,叶问,评论识别人物,人物谱系,伴随识别,中性,0.92,主要景点有...叶问广场,1
place:B0FFF4FNIM,孝德湖公园,entity:287fe7f122a85dd6,孔子,评论识别人物,人物谱系,伴随识别,中性,0.92,主要景点有...孔子广场,1
place:B0FFF4FNIM,孝德湖公园,entity:87f12d449a8b84a1,镬耳屋,评论识别地方性,岭南地方性谱系,伴随识别,中性,0.88,孝德桥用左南方镬耳屋风格,1
place:B0FFF4FNIM,孝德湖公园,entity:fa838aaea03f50ab,烧番塔,评论识别非遗,非遗民俗谱系,背景提及,中性,0.85,主要景点有...烧番塔,1
place:B0FFF4FNIM,孝德湖公园,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,体验主题,正向,0.9,夏天的荷花很好看，四季常绿，有不同的时花,1
place:B0FFF4FNIM,孝德湖公园,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,体验主题,正向,0.88,#孝德湖打卡 很美的一个地方,1
place:B0FFKUREHD,展旗峰生态公园,entity:a50c6783840486ea,姚大宁,评论识别人物,人物谱系,核心识别,正向,0.95,为数不多的文武双全的状元姚大宁,1
place:B0FFKUREHD,展旗峰生态公园,entity:a99a258a78ca9a7c,佛山里水威水史,评论识别历史,历史记忆谱系,核心识别,中性,0.88,一楼这边的就是佛山里水威水史,1
place:B0FFKUREHD,展旗峰生态公园,entity:91dc7453f4f2461f,舞狮,评论识别非遗,非遗民俗谱系,伴随识别,正向,0.92,楼上就是一些佛山舞狮,1
place:B0FFKUREHD,展旗峰生态公园,entity:541c3bd901268080,龙舟,评论识别非遗,非遗民俗谱系,伴随识别,正向,0.92,还有龙舟展示,1
place:B0FFKUREHD,展旗峰生态公园,entity:4a7da6c8a9a84b81,民俗民风,评论识别地方性,岭南地方性谱系,背景提及,正向,0.85,大多数是关于佛山里水这边的一些民俗民风,1
place:B0FFKUREHD,展旗峰生态公园,entity:9df1e206b5227266,古风唐建筑风格,评论识别空间,文化空间谱系,体验主题,正向,0.8,遵循的是古风唐建筑的风格,1
place:B0FFKUREHD,展旗峰生态公园,entity:dabb1758e2b9fa7a,汉服,评论识别地方性,岭南地方性谱系,体验主题,正向,0.88,可以穿一套汉服过来，非常的好出片,1
place:B0FFKUREHD,展旗峰生态公园,entity:a2034238c6c98731,展陈讲解,评论呈现体验,体验主题,体验主题,正向,0.75,每个层楼都有不同的展示,1
place:B0FFKUREHD,展旗峰生态公园,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,体验主题,正向,0.9,挺适合打卡拍照的，很有千与千寻的那画风,1
place:B02F50XHK7,市民广场,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,体验主题,正向,0.95,有花有水。。石桥小亭,1
place:B02F50XHK7,市民广场,entity:3f726c49dc70760b,商业消费,评论呈现体验,体验主题,体验主题,中性,0.88,旁边还有希尔顿酒店,1
place:B02F5076NF,庆云洞,entity:840e2989a4d069ff,清光绪十九年,评论识别历史,历史记忆谱系,背景提及,中性,0.95,庆云洞始建于清光绪十九年（1894 年）,1
place:B02F5076NF,庆云洞,entity:e8bd9651f6745bcf,善信道长,评论识别人物,人物谱系,背景提及,中性,0.88,由善信道长遵循祖师之命而建,1
place:B02F5076NF,庆云洞,entity:9f942850741111e9,抗日战争,评论识别历史,历史记忆谱系,背景提及,中性,0.92,抗日战争和解放战争时期，中共粤中纵队第六支队的指挥部便在庆云洞中,1
place:B02F5076NF,庆云洞,entity:ecb02ec3b41cdc9d,中共粤中纵队第六支队,评论识别历史,历史记忆谱系,背景提及,中性,0.9,中共粤中纵队第六支队的指挥部便在庆云洞中,1
place:B02F5076NF,庆云洞,entity:f2652d6660d65686,岭南,评论识别地方性,岭南地方性谱系,伴随识别,正向,0.85,被誉为“南海十景”之一、“岭南道场一绝”,1
place:B02F5076NF,庆云洞,entity:ca1f4e2c7df1b4e6,道观,评论识别空间,文化空间谱系,核心识别,正向,0.93,是依山而建的中型道观,1
place:B02F5076NF,庆云洞,entity:660346f225b26039,纯阳宝典,评论识别空间,文化空间谱系,伴随识别,中性,0.82,道观主殿纯阳宝典和慈帝殿,1
place:B02F5076NF,庆云洞,entity:d7c4024f773a0e89,慈帝殿,评论识别空间,文化空间谱系,伴随识别,中性,0.82,道观主殿纯阳宝典和慈帝殿,1
place:B02F5076NF,庆云洞,entity:f0a593864b9b8534,吕祖殿,评论识别空间,文化空间谱系,伴随识别,中性,0.8,配有吕祖殿、三清殿、藏经阁等建筑,1
place:B02F5076NF,庆云洞,entity:1f501258e2746a7e,三清殿,评论识别空间,文化空间谱系,伴随识别,中性,0.8,配有吕祖殿、三清殿、藏经阁等建筑,1
place:B02F5076NF,庆云洞,entity:49f52b56216b192a,藏经阁,评论识别空间,文化空间谱系,伴随识别,中性,0.8,配有吕祖殿、三清殿、藏经阁等建筑,1
place:B02F5076NF,庆云洞,entity:59986c36733341a1,元辰殿,评论识别空间,文化空间谱系,伴随识别,中性,0.78,道观外一侧高台上的元辰殿和财神殿是现代所建,1
place:B02F5076NF,庆云洞,entity:34c3ebf9978b1d65,财神殿,评论识别空间,文化空间谱系,伴随识别,中性,0.78,道观外一侧高台上的元辰殿和财神殿是现代所建,1
place:B02F5076NF,庆云洞,entity:e7b97d3f446ef203,南天福地牌坊,评论识别空间,文化空间谱系,伴随识别,中性,0.85,南天福地牌坊：3 洞石牌坊，匾额“南天福地”,1
place:B02F5076NF,庆云洞,entity:0d07bfd0f4e76035,土地公,评论识别非遗,非遗民俗谱系,伴随识别,中性,0.83,土地公：主祀土地公的路边小佛龛,1
place:B02F5076NF,庆云洞,entity:765e839b0b738552,永固亭,评论识别空间,文化空间谱系,伴随识别,中性,0.75,永固亭：四角亭,1
place:B02F5076NF,庆云洞,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,体验主题,正向,0.9,是登山健身、观景摄影、徒步探险的好去处,1
place:B02F5076NF,庆云洞,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,体验主题,正向,0.92,风景秀丽、空气清新...三流飞泻的瀑布,1
place:B02F5076NF,庆云洞,entity:3f726c49dc70760b,商业消费,评论呈现体验,体验主题,体验主题,负向,0.95,收费很坑人...门票又贵,1
place:B02F5076XZ,康有为故居(东南门),entity:a74f7eadb634f4c9,康有为,评论识别人物,人物谱系,核心识别,正向,0.98,康有为先生作为佛山乃至广东在全国和世界极具影响力的历史名人之一,1
place:B02F5076XZ,康有为故居(东南门),entity:51eeeb26b96f5d19,维新,评论识别历史,历史记忆谱系,核心识别,正向,0.95,在这里初步形成了维新思想体系,1
place:B02F5076XZ,康有为故居(东南门),entity:d06313124b842fdf,百日维新,评论识别历史,历史记忆谱系,伴随识别,中性,0.92,康有为又称康南海，百日维新的代表人物,1
place:B02F5076XZ,康有为故居(东南门),entity:be509bea1a571be4,大同书,评论识别历史,历史记忆谱系,伴随识别,正向,0.94,撰写了著名的论著《大同书》初稿,1
place:B02F5076XZ,康有为故居(东南门),entity:87f12d449a8b84a1,镬耳屋,评论识别地方性,岭南地方性谱系,核心识别,中性,0.91,康大师的故居就是一间不算大的岭南传统的老式镬耳屋,1
place:B02F5076XZ,康有为故居(东南门),entity:a580e4dc046d981c,三间两廊,评论识别地方性,岭南地方性谱系,伴随识别,中性,0.89,这是一间岭南特色的屋，三间两廊的建筑结构,1
place:B02F5076XZ,康有为故居(东南门),entity:a0670c3ecc298896,康氏宗祠,评论识别空间,文化空间谱系,伴随识别,中性,0.88,由康有为纪念馆、康有为故居、康氏宗祠...等主要建筑组成,1
place:B02F5076XZ,康有为故居(东南门),entity:e4f3fb8b12d7b060,澹如楼,评论识别空间,文化空间谱系,背景提及,中性,0.85,康有为故居由...澹如楼、松轩、荷塘等主要建筑和景区组成,1
place:B02F5076XZ,康有为故居(东南门),entity:a2c4a70173e87929,延香古屋,评论识别空间,文化空间谱系,核心识别,正向,0.93,康有为故居又名延香古屋,1
place:B02F5076XZ,康有为故居(东南门),entity:d83c87b53c45861a,清代民宅,评论识别历史,历史记忆谱系,伴随识别,中性,0.87,是珠江三角洲典型的清代民宅,1
place:B02F5076XZ,康有为故居(东南门),entity:5720fff3b112ff31,百年旧宅,评论识别历史,历史记忆谱系,背景提及,中性,0.86,康有为称之为百年旧宅,1
place:B02F5076XZ,康有为故居(东南门),entity:3e675591ec46d659,康园,评论识别空间,文化空间谱系,伴随识别,中性,0.88,看到这边有个庭院写着康园，是古式小庭院,1
place:B02F5076XZ,康有为故居(东南门),entity:cbba4bec3f779a12,巨人的肩膀,评论识别空间,文化空间谱系,背景提及,中性,0.84,还有一座很大的康有为的半身雕像，雕像作品名叫巨人的肩膀,1
place:B02F5076XZ,康有为故居(东南门),entity:a2034238c6c98731,展陈讲解,评论呈现体验,体验主题,体验主题,正向,0.9,通过文物、场景、成像、交互媒体等，再现康有为的生平经历,1
place:B02F5076XZ,康有为故居(东南门),entity:b596e8027196e19c,文化认知,评论呈现体验,体验主题,体验主题,正向,0.89,让我们了解历史，具有很好的观赏和研究价值,1
place:B02F508PZ5,怡海公园,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,核心识别,正向,0.95,沿湖步道平坦好走，散步、慢跑都很舒服,1
place:B02F508PZ5,怡海公园,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,伴随识别,正向,0.92,湖心亭和廊桥设计雅致，拍照很出片,1
place:B0LD3SFR5N,敦根水上龙舟乐园,entity:541c3bd901268080,龙舟,评论识别非遗,非遗民俗谱系,核心识别,正向,0.95,体验一次划龙舟还是挺好玩的,1
place:B0LD3SFR5N,敦根水上龙舟乐园,entity:ac0d5f12a2e0a795,非遗项目,评论识别非遗,非遗民俗谱系,背景提及,中性,0.88,景区里有非遗项目,1
place:B0LD3SFR5N,敦根水上龙舟乐园,entity:5f5e360e2ccba011,划龙舟体验,评论呈现体验,体验主题,体验主题,正向,0.92,体验一次划龙舟还是挺好玩的，很有意义,1
place:B0FFGI15WQ,文翰湖公园,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,核心识别,正向,0.95,外江内湖，一堤两景是它的风景特色,1
place:B0FFGI15WQ,文翰湖公园,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,核心识别,正向,0.92,来文翰湖公园必须打卡的地方，“水月凤凰”观赏台,1
place:B0FFGI15WQ,文翰湖公园,entity:3f726c49dc70760b,商业消费,评论呈现体验,体验主题,伴随识别,正向,0.85,酒店有山地自行车和双人脚踏车出借,1
place:B0JRRYOSNV,星沐森林·昆虫自然博物馆,entity:e3702972835b3fd4,认识和亲近昆虫,评论呈现体验,体验主题,核心识别,正向,0.95,让小朋友认识和亲近昆虫,1
place:B0JRRYOSNV,星沐森林·昆虫自然博物馆,entity:0457c5eceb50088b,观察蚂蚁洞穴规律,评论呈现体验,体验主题,核心识别,正向,0.92,可以从切面看蚂蚁洞穴的规律,1
place:B02F50WJ4R,映月湖公园,entity:f6599462b7907351,花灯节,评论呈现体验,体验主题,核心识别,正向,0.85,特定节日还有灯展,1
place:B02F50WJ4R,映月湖公园,entity:7fabfeaae750b291,灯饰,评论呈现体验,体验主题,核心识别,正向,0.9,晚上加上灯饰更漂亮,1
place:B02F5079WX,桂城儿童公园,entity:803bf3f4087eae35,湿地科普,评论呈现体验,体验主题,体验主题,中性,0.95,湿地科普区,1
place:B02F5079WX,桂城儿童公园,entity:0bd622bb062ff14b,晨练,评论呈现体验,体验主题,体验主题,正向,0.92,早上起来晨练还是比较好的选择,1
place:B0HKCS5YZI,桂花岛,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,体验主题,中性,0.65,半天就可以玩完了,1
place:B0FFIWPSPF,桃花湖,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,核心识别,正向,0.95,附近的民宿很多，推荐选择湖景 C 位...最美的拍照在大坝上,1
place:B0FFIWPSPF,桃花湖,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,核心识别,正向,0.92,湖水明净如镜，四周群峰林立，是典型的喀斯特地貌,1
place:B0FFIWPSPF,桃花湖,entity:3f726c49dc70760b,商业消费,评论呈现体验,体验主题,伴随识别,正向,0.88,我们来到湖畔饭店吃午饭...推荐选择湖景 C 位,1
place:B0LGTX12VB,梁氏大宗祠,entity:4638e164d9c1ac3b,梁姓,评论识别历史,历史记忆谱系,核心识别,中性,0.95,顺德大都村有一半的村民姓梁,1
place:B0LGTX12VB,梁氏大宗祠,entity:5940ff53024b7fb1,祠堂,评论识别空间,文化空间谱系,核心识别,正向,0.98,村里的四座梁姓祠堂中，梁氏大宗祠为最大,1
place:B0LGTX12VB,梁氏大宗祠,entity:eb0e6b39a1116fda,六百年前,评论识别历史,历史记忆谱系,背景提及,中性,0.92,这座祠堂初建于六百年前,1
place:B0LGTX12VB,梁氏大宗祠,entity:311b45356db2c9d0,重修,评论识别历史,历史记忆谱系,背景提及,正向,0.88,二十年前经过一次重修,1
place:B0FFJ2UYP8,梦里水乡景区,entity:faa928bb0f8eb11f,打铁花,评论识别非遗,非遗民俗谱系,核心识别,正向,0.95,有打铁花,1
place:B0FFJ2UYP8,梦里水乡景区,entity:2451c674c4ec3491,篝火舞,评论识别非遗,非遗民俗谱系,核心识别,正向,0.88,千人篝火舞让大家玩的不亦乐乎,1
place:B0FFJ2UYP8,梦里水乡景区,entity:214e1546e10db16c,夜间游乐体验,评论呈现体验,体验主题,体验主题,正向,0.92,晚上也好热闹...有玩不完的项目,1
place:B0FFJ2UYP8,梦里水乡景区,entity:b867dfc0c3b0e10f,夜景观赏,评论呈现体验,体验主题,体验主题,正向,0.9,晚上风景很好,1
place:B0FFHF702W,梦里水乡百花园,entity:64c5fc7dd9d5d404,岭南水乡风情,评论识别地方性,岭南地方性谱系,背景提及,正向,0.85,揽郁水园、富寿园、龙情园、书香园之岭南水乡风情,1
place:B0FFHF702W,梦里水乡百花园,entity:bc816c379a3abcfb,三英战吕布,评论识别历史,历史记忆谱系,体验主题,中性,0.92,个大型实景历史马战表演三英战吕布,1
place:B0FFHF702W,梦里水乡百花园,entity:5d611e3ba996f390,丝竹管乐,评论识别非遗,非遗民俗谱系,背景提及,正向,0.78,艺术河畔，抚丝竹管乐,1
place:B0FFHF702W,梦里水乡百花园,entity:f0a300149ff886df,琴棋对弈,评论识别地方性,岭南地方性谱系,背景提及,正向,0.75,观琴棋对弈,1
place:B0HUVZ29A5,樵山文化中心A区,entity:51b0ab32bcec6328,烟花爆竹,评论呈现体验,体验主题,体验主题,中性,0.95,我自己去樵山文化中心 A 区烟花爆竹,1
place:B02F50UENU,沙溪公园,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,核心识别,正向,0.95,大片葱郁绿植包围，空气清新得仿佛天然氧吧,1
place:B02F50UENU,沙溪公园,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,伴随识别,正向,0.88,夕阳洒在凉亭与蜿蜒小径上，氛围感拉满,1
place:B02F50WYWN,海寿岛,entity:85654e01b35ad6fa,南海西樵太平沙渔民,评论识别历史,历史记忆谱系,核心识别,中性,0.95,村民都是 150 多年前从南海西樵太平沙过来的渔民,1
place:B02F50WYWN,海寿岛,entity:ce82cd4f5e6e56d8,水乡,评论识别地方性,岭南地方性谱系,伴随识别,正向,0.88,在鱼塘养鱼在江里捕虾,1
place:B02F50WYWN,海寿岛,entity:897b873e7b1d1762,粤式生活,评论识别地方性,岭南地方性谱系,核心识别,正向,0.91,与世无争的生活如田园诗一样悠闲、像田园画一样明快,1
place:B02F50WYWN,海寿岛,entity:f17b0b22241bfe6f,地方饮食,评论识别地方性,岭南地方性谱系,核心识别,中性,0.85,一个是虾，一个是狗，当然这名气也是吃出来的,1
place:B02F50WYWN,海寿岛,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,体验主题,正向,0.93,遇到一些美丽的乡村小屋,1
place:B0FFJYGJTV,烟桥古村,entity:28c94ff760e28e0b,明朝正统年间,评论识别历史,历史记忆谱系,核心识别,中性,0.95,建村于明朝的正统年间，至今已有近六百年的历史了,1
place:B0FFJYGJTV,烟桥古村,entity:ff331764d4ff2434,清朝乾隆年间,评论识别历史,历史记忆谱系,核心识别,中性,0.95,到了清朝的乾隆年间，有学问的人便把里海村更名为烟桥村,1
place:B0FFJYGJTV,烟桥古村,entity:9e010edbb3d6d9db,珠江三角洲,评论识别地方性,岭南地方性谱系,背景提及,中性,0.88,类似这样规模的小村落，放在珠江三角洲地带,1
place:B0FFJYGJTV,烟桥古村,entity:ee4cc488399b413d,岭南古村,评论识别地方性,岭南地方性谱系,核心识别,正向,0.92,传统岭南古村,1
place:B0FFJYGJTV,烟桥古村,entity:33f7e94704e1dd57,清代建筑,评论识别空间,文化空间谱系,核心识别,正向,0.9,大部分的建筑还是保留清代时期的,1
place:B0FFJYGJTV,烟桥古村,entity:4ca6e866e343184c,旗杆夹,评论识别空间,文化空间谱系,伴随识别,正向,0.85,保留着石板路，旗杆夹，古牌坊,1
place:B0FFJYGJTV,烟桥古村,entity:37c41749c05eb6fb,古牌坊,评论识别空间,文化空间谱系,伴随识别,正向,0.85,保留着石板路，旗杆夹，古牌坊,1
place:B0FFJYGJTV,烟桥古村,entity:4e08e09419fa1f22,书社,评论识别空间,文化空间谱系,伴随识别,正向,0.85,古牌坊，书社，大榕树,1
place:B0FFJYGJTV,烟桥古村,entity:ab96d96e044843bf,何氏家族,评论识别历史,历史记忆谱系,伴随识别,中性,0.8,这条村的村民基本都是姓何的,1
place:B0FFJYGJTV,烟桥古村,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,体验主题,正向,0.93,景色之优美，让人叹之,1
place:B0FFJYGJTV,烟桥古村,entity:b596e8027196e19c,文化认知,评论呈现体验,体验主题,体验主题,正向,0.88,随便走走参观一下古建筑，怀旧一下,1
