id,name,type,layer,intro,weight
E0089,木雕,文化要素,culture,【文化要素】在典籍中出现161次，来自5个文本源。,354.2
E0090,图书馆,建筑,culture,【建筑】在典籍中出现161次，来自5个文本源。,354.2
E0091,我县,地点,culture,【地点】在典籍中出现122次，来自7个文本源。,341.6
E0092,多年,朝代,culture,【朝代】在典籍中出现97次，来自9个文本源。,329.8
E0093,古村,地点,culture,【地点】在典籍中出现172次，来自4个文本源。,326.8
E0094,陶瓷,文化要素,culture,【文化要素】在典籍中出现139次，来自5个文本源。,305.8
E0095,草堂,建筑,culture,【建筑】在典籍中出现138次，来自5个文本源。,303.6
E0096,龙狮,文化要素,culture,【文化要素】在典籍中出现179次，来自3个文本源。,286.4
E0097,郊区,地点,culture,【地点】在典籍中出现178次，来自3个文本源。,284.8
E0098,朱次琦,人物,culture,【人物】在典籍中出现178次，来自3个文本源。,284.8
E0099,武馆,建筑,culture,【建筑】在典籍中出现113次，来自6个文本源。,282.5
E0100,黄少强,人物,culture,【人物】在典籍中出现121次，来自5个文本源。,266.2
POI_B0FFIOXZ4F,祖盛徐公祠,景点,tourism,【自然景观】位于狮山镇，八甲村。关联文化载体: 恒德徐公祠。,39.0
POI_B02F5077AV,大谷天后宫,景点,tourism,【自然景观】位于九江镇，九江镇(大谷运河旁)。关联文化载体: 大谷市。,42.0
POI_B02F507708,宝莲寺,景点,tourism,【自然景观】位于西樵镇，西樵镇江边村。关联文化载体: 佛子庙镇头遗址。,40.0
POI_B0FFHLTCIH,石碣朗枝岗健身公园,景点,tourism,【自然景观】位于大沥镇，石碣村。关联文化载体: 佛鹤狮头制作。,40.0
POI_B0FFFTB749,迎宾广场,景点,tourism,"【自然景观】位于西樵镇，西樵镇512县道松塘村总公交站东南。关联文化载体: 松塘汇川家塾, 松塘见五大夫祠, 区梦觉故居。",40.0
POI_B02F50WH85,河滨公园,景点,tourism,【自然景观】位于西樵镇，西樵汽车站附近。关联文化载体: 西樵传统缫丝技艺。,38.0
POI_B0FFGX05AY,西樵山风景名胜区-樵园公园,景点,tourism,"【自然景观】位于西樵镇，西樵镇环山大道西樵山风景名胜区内(北侧)。关联文化载体: 奎光楼, 白云古寺, 白云洞摩崖石刻。",42.0
POI_B0FFGRN2SF,茶花园,景点,tourism,"【自然景观】位于西樵镇，西樵镇山南路西樵山风景名胜区内(西北角)。关联文化载体: 白云洞摩崖石刻, 第弌洞天牌坊, 字祖庙。",40.0
POI_B0FFHJ45NL,天湖公园,景点,tourism,"【自然景观】位于西樵镇，西樵镇山南路西樵山风景名胜区内(西北角)。关联文化载体: 西樵山天湖, 枕流亭, 小云亭。",42.0
POI_B0FFGXHU4R,沙头文体公园,景点,tourism,【自然景观】位于丹灶镇，万安二马路沙头邮政支局附近。关联文化载体: 崔氏大宗祠。,43.0
POI_B02F50XH7E,夏南二荷花广场,景点,tourism,【自然景观】位于桂城街道，夏南二大道与紫薇街交叉口西南80米。关联文化载体: 广式家具制作技艺。,43.0
POI_B02F511V5K,夏南二公园,景点,tourism,【自然景观】位于桂城街道，石岸口新村。关联文化载体: 广式家具制作技艺。,44.0
POI_B0FFIZ6U2D,树蛙攀岩公园,景点,tourism,【自然景观】位于西樵镇，西樵镇樵岭国际4楼。关联文化载体: 西樵镇。,37.0
POI_B0FFF0FM3G,沙口公园,景点,tourism,"【自然景观】位于九江镇，沙口下街沿江路。关联文化载体: 沙口圩, 破排角遗址。",41.0
POI_B0FFFNNGQB,八甲公园,景点,tourism,【自然景观】位于丹灶镇，丹灶镇金沙西联八甲村。关联文化载体: 恒德徐公祠。,42.0
POI_B02F507C6B,东华娱乐公园,景点,tourism,【自然景观】位于大沥镇，石碣村。关联文化载体: 佛鹤狮头制作。,42.0
POI_B02F503XQB,探花公园,景点,tourism,"【自然景观】位于九江镇，九江镇汾江南路57号。关联文化载体: 慈悲宫牌坊, 大伸市, 华岳心意六合八法拳。",41.0
POI_B02F50X8YO,红棉公园,景点,tourism,"【自然景观】位于丹灶镇，太平西路13号。关联文化载体: 三元桥, 九江圩, 九江吴家大院。",40.0
POI_B0FFJ8VLGS,党建公园,景点,tourism,"【自然景观】位于桂城街道，环岛西路与东边大街十一巷交叉口东南80米。关联文化载体: 平洲传统玉器
制作技艺。",34.0
POI_B02F5077AW,太清宫,景点,tourism,【自然景观】位于九江镇，九江镇大谷市场。关联文化载体: 大谷市。,37.0
POI_B0FFG4RUQU,吴家大院,景点,tourism,"【自然景观】位于九江镇，九江镇人民路40号。关联文化载体: 九江吴家大院, 大头佛, 三元桥。",43.0
POI_B0FFG233RB,西樵山-听音湖,景点,tourism,"【自然景观】位于西樵镇，锦湖大道7号。关联文化载体: 奎光楼, 白云古寺, 字祖庙。",46.0
POI_B02F5077T5,白云洞风景区,景点,tourism,"【自然景观】位于西樵镇，西樵镇樵园路西樵山。关联文化载体: 光分亭, 象林塔, 奎光楼。",42.0
POI_B02F5076F0,西樵山风景名胜区,景点,tourism,【自然景观】位于西樵镇，西樵镇环山大道。关联文化载体: 南海农谚。,47.0
POI_B02F5076E8,西樵山南海观音,景点,tourism,"【自然景观】位于西樵镇，环山大道。关联文化载体: 西樵山无叶井, 敦义崇礼碉楼, 傅老榕旧居。",47.0
POI_B0FFH3YDKA,孙氏宗祠,景点,tourism,【自然景观】位于狮山镇，狮山镇石碣乐安村12巷。关联文化载体: 佛鹤狮头制作。,42.0
POI_B0FFHKW8UF,西樵戴氏大宗祠,景点,tourism,【自然景观】位于西樵镇，西樵镇大同二村戴家住宅区。关联文化载体: 大桐圩。,39.0
POI_B02F507C73,何氏宗祠,景点,tourism,【自然景观】位于西樵镇，西樵镇联新13队。关联文化载体: 南海醒狮（采青技艺）。,39.0
POI_B0FFG2AME7,西樵山风景名胜区-观音庙,景点,tourism,"【自然景观】位于西樵镇，西樵镇樵园路白云洞景区内。关联文化载体: 字祖庙, 白云古寺, 第弌洞天牌坊。",42.0
POI_B02F507C7C,李氏宗祠(太平圩),景点,tourism,【自然景观】位于西樵镇，龙坑村1-69。关联文化载体: 太平圩。,38.0
POI_B02F507C71,村头村潘氏大宗祠,景点,tourism,"【自然景观】位于丹灶镇，百业大道东与白业大道一横路交叉口东南240米。关联文化载体: 百西潘氏大宗祠, 西樵镇百西村。",38.0
POI_B02F50V1HK,佛子庙,景点,tourism,【自然景观】位于西樵镇，西樵镇杏头村。关联文化载体: 吉水窦。,34.0
POI_B0FFJFZ9OZ,基督教罗行堂,景点,tourism,【自然景观】位于丹灶镇，永兴街与三民街交叉口东北100米。关联文化载体: 罗行圩。,35.0
POI_B0FFK48YQW,天主堂,景点,tourism,【自然景观】位于丹灶镇，天主堂(南乡路南)。关联文化载体: 李卓峰墓。,35.0
POI_B0LK9ZASNL,和光合堂,景点,tourism,【自然景观】位于桂城街道，滘口大街20号。关联文化载体: 广式家具制作技艺。,28.0
POI_B0FFG4RUTW,九江侨乡博物馆,景点,tourism,"【自然景观】位于九江镇，九江镇人民路40号。关联文化载体: 九江吴家大院, 大头佛, 三元桥。",39.0
POI_B0KRMZRLQY,佛山活体昆虫博物馆,景点,tourism,"【自然景观】位于西樵镇，西樵镇樵和路23号樵乐坊二座3楼(广东千古情对面)。关联文化载体: 庙会（大仙诞庙会）, 西樵山传说, 绮亭陈公祠。",43.0
POI_B0FFIVH0A1,康有为博物馆,景点,tourism,【文化场馆】位于丹灶镇，苏村。关联文化载体: 康有为故居。,41.0
POI_B0FFM4ZP9V,卓弘艺术空间,景点,tourism,"【文化场馆】位于丹灶镇，奇腾路27号。关联文化载体: 九江吴家大院, 三元桥。",38.0
POI_B0K2297F57,佛山市南海区福厚博物馆,景点,tourism,"【自然景观】位于丹灶镇，龙钩段与桂香坊交叉口南20米。关联文化载体: 松塘汇川家塾, 松塘见五大夫祠, 区梦觉故居。",36.0
POI_B0FFG19F2Q,玄憬龙博物馆(暂停开放),景点,tourism,"【文化场馆】位于九江镇，九江镇梅圳上北大道。关联文化载体: 赛龙舟（九江传统龙舟）, 九江传统鱼花技艺, 周家拳。",41.0
POI_B0FFMDFZFN,南山艺术馆,景点,tourism,【自然景观】位于西樵镇，西樵大同显岗富贤村樵贤东街一巷一号。关联文化载体: 富贤遗址。,45.0
POI_B0FFMDWS3W,南海区丹灶镇罗行村史馆,景点,tourism,【文化场馆】位于丹灶镇，中山下街2号。关联文化载体: 罗行圩。,43.0
POI_B0FFLHZ51O,仙岗村村史馆,景点,tourism,"【文化场馆】位于丹灶镇，桂丹西路136号。关联文化载体: 阴骘井, 仙迹丹泉, 仙岗市。",36.0
POI_B0KUFC98OW,儒林历史文化陈列馆,景点,tourism,"【文化场馆】位于丹灶镇，万寿街25号。关联文化载体: 九江圩, 红棉公园民国建筑群, 三元桥。",36.0
POI_B0FFFSD8UG,康有为书法艺术院,景点,tourism,【文化场馆】位于丹灶镇，丹灶镇仙湖渡假区养生路。关联文化载体: 贞烈牌坊。,39.0
POI_B0LKOAFX2U,良登村史馆,景点,tourism,【文化场馆】位于丹灶镇，樵良线与官良段交叉口东南80米。关联文化载体: 通心岗遗址。,29.0
POI_B0LKOAFWPQ,简村社区村史馆,景点,tourism,"【文化场馆】位于狮山镇，爱简线与樵高路交叉口西北160米。关联文化载体: 绮亭陈公祠, 庙会（大仙诞庙会）, 西樵白眉武术。",19.0
POI_B0FFKZDQA6,樵山文化中心,景点,tourism,"【自然景观】位于西樵镇，樵园路25号。关联文化载体: 光分亭, 象林塔, 奎光楼。",45.0
POI_B0KUFC9GCL,陈洲亲子美术馆,景点,tourism,"【文化场馆】位于丹灶镇，丹灶镇仙岗村圣堂街直巷8号。关联文化载体: 阴骘井, 仙迹丹泉, 仙岗市。",39.0
POI_B0L0BZTJY7,读书驿站(丹灶目闻阅野集站),景点,tourism,【文化场馆】位于丹灶镇，中山下街与罗西路交叉口西北60米。关联文化载体: 罗行圩。,0
POI_B0G1OHFR9Z,读书驿站(西樵百西社区站),景点,tourism,"【文化场馆】位于西樵镇，西樵镇百西村村委会门口。关联文化载体: 铁屎墩冶炼遗址, 西樵镇百西村, 鱿鱼岗遗址。",0
POI_B0FFK2F42C,广东环境保护工程职业学院图书馆,景点,tourism,"【文化场馆】位于丹灶镇，桂丹西路98号广东环境保护工程职业学院。关联文化载体: 龙舟说唱（南海）, 赤坎盲公话, 烧番塔(仙岗)。",0
POI_B0L37KKTHT,读书驿站(西樵七星站),景点,tourism,【文化场馆】位于西樵镇，新桐大道4号。关联文化载体: 大桐圩。,0
POI_B0FFGX2WOZ,九江自助图书馆(儒林东路)(暂停营业),景点,tourism,"【自然景观】位于九江镇，九江镇人民路32号吴家大院F座1层。关联文化载体: 九江吴家大院, 大头佛, 三元桥。",0
POI_B0FFH2EXY3,读书驿站(西樵登山大道站),景点,tourism,【自然景观】位于西樵镇，西樵镇登山大道1号公共资源交易中心旁。关联文化载体: 西樵镇。,0
POI_B0FFI20TRM,读书驿站(九江儒林社区站),景点,tourism,"【自然景观】位于九江镇，九江镇儒林社区活动中心。关联文化载体: 三元桥, 九江吴家大院, 九江圩。",0
POI_B0FFI1OO5T,读书驿站(西樵樵乐社区站),景点,tourism,"【文化场馆】位于西樵镇，西樵镇下北街33号樵乐社区中心。关联文化载体: 民乐市, 民乐圩市建筑群/民乐窦, 大头佛（民乐大头佛）。",0
POI_B0FFI1RYS9,读书驿站(西樵文化中心站)(暂停营业),景点,tourism,"【文化场馆】位于西樵镇，西樵镇文明路4号西樵文化中心1层。关联文化载体: 冯夏威墓, 官山圩, 龙母庙。",0
POI_B0FFJIHKZ2,读书驿站(九江中心小学站),景点,tourism,"【自然景观】位于九江镇，九江镇石马东街26号。关联文化载体: 三元桥, 李卓峰墓。",0
POI_B0FFI2MRFL,读书驿站(西樵樵晖新城站),景点,tourism,【文化场馆】位于西樵镇，西樵镇樵晖新城牌坊后。关联文化载体: 火石迳遗址。,0
POI_B0H1XU4G31,佛山九江小牛顿科学馆(渔具路),景点,tourism,"【自然景观】位于九江镇，九江镇渔具路844号。关联文化载体: 三元桥, 九江吴家大院。",37.0
POI_B02F507RSJ,广东环境保护工程职业学院,景点,tourism,"【教育研学】位于丹灶镇，桂丹西路98号(丹灶中学对面)。关联文化载体: 赤坎盲公话, 丹灶葛洪炼丹传说, 烧番塔(仙岗)。",0
POI_B0HBTP1ICL,南海实验学校,景点,tourism,"【教育研学】位于丹灶镇，桂丹西路与阳明路交叉口南240米。关联文化载体: 丹灶镇仙岗村, 仙岗市。",0
POI_B02F50YKRR,九江上东小学,景点,tourism,"【自然景观】位于九江镇，上东村永红队83号。关联文化载体: 上东岑局楼, 岑局楼。",0
POI_B02F5054F8,南海农商银行(西樵支行),景点,tourism,"【其他】位于西樵镇，西樵官山文明路9号。关联文化载体: 官山圩, 冯夏威墓, 龙母庙。",0
POI_B0J2B1UNZC,西樵山森吧飞越树上探险乐园,景点,tourism,【自然景观】位于西樵镇，宝峰寺验票处出口西70米。关联文化载体: 西樵山天湖。,45.0
POI_B02F501SVF,黄飞鸿狮艺武术馆,景点,tourism,【非遗体验】位于西樵镇，官太路与北社大街交叉口西南约60米。关联文化载体: 禄舟万寿堂。,45.0
POI_B0FFKATPC9,西樵山桃花源农家乐,景点,tourism,"【自然景观】位于西樵镇，西樵镇西樵山桃花园云路村。关联文化载体: 锦岩遗址, 李子长墓, 霍韬夫人墓。",43.0
POI_B0K127B069,煲仔正·老广州煲仔饭(佛山金铂中心店),景点,tourism,【自然景观】位于桂城街道，桂城街道佛山金铂中心B2层B239铺。关联文化载体: 唢呐制作技艺。,41.0
POI_B0FFJMCPBJ,烟南古村,景点,tourism,"【人文古迹】位于西樵镇，南海区。关联文化载体: 烟桥何氏大宗祠, 烟桥村古桥。",0
POI_B0FFLJYKEI,西樵镇-醒狮之乡,景点,tourism,"【自然景观】位于西樵镇，西樵镇。关联文化载体: 西樵山百步云梯, 冯夏威墓, 西樵山抗日阵亡将士暨死难同胞纪念碑。",36.0
POI_B0FFJYGJTV,烟桥古村,景点,tourism,"【自然景观】位于九江镇，九江镇烟桥村道。关联文化载体: 烟桥何氏大宗祠, 烟桥村古桥。",44.0
POI_B0LGFOTL9C,大谷余氏宗祠,景点,tourism,【自然景观】位于丹灶镇，大谷上街与上东三村路交叉口西北60米。关联文化载体: 大谷市。,23.0
POI_B0LGHCO34S,烟南南水村吴氏宗祠,景点,tourism,"【人文古迹】位于西樵镇，龙高路辅路与钢铁东二路交叉口北140米。关联文化载体: 烟桥村古桥, 烟桥何氏大宗祠。",40.0
POI_B0LG0L6RD3,吴氏宗祠,景点,tourism,【自然景观】位于狮山镇，樵金北路与官陆线交叉口东200米。关联文化载体: 东联吴氏大宗祠。,37.0
POI_B0LAA7O6ON,九江镇新龙村关氏宗祠,景点,tourism,"【自然景观】位于九江镇，新涌三路与新龙路交叉口西20米。关联文化载体: 九江煎堆制作技艺, 赛龙舟（九江传统龙舟）, 九江传统鱼花技艺。",37.0
POI_B02F50YSSQ,西樵山宝峰寺,景点,tourism,"【自然景观】位于西樵镇，西樵山风景名胜区内(北侧)。关联文化载体: 西樵山蟹眼泉, 宝峰胜处摩崖石刻, 翠岩摩崖石刻。",44.0
POI_B0G07R5LMM,石肯华光庙,景点,tourism,【自然景观】位于桂城街道，石肯里冯坊。关联文化载体: 唢呐制作技艺。,43.0
POI_B0FFIZPS1X,五斗水闸牌坊,景点,tourism,【自然景观】位于桂城街道，五斗大道中与五斗大道东交叉口北20米。,43.0
POI_B0FFGA58BQ,银坑村祠堂(乡约),景点,tourism,【自然景观】位于西樵镇，庆云大道西北侧。,41.0
POI_B0FFFEOXGO,拱北公园,景点,tourism,【自然景观】位于里水镇，兴隆大街66铺。,43.0
POI_B0FFGZ0A5W,恒大御景半岛钟楼,景点,tourism,【自然景观】位于里水镇，村前大路与新村一路交叉口东160米。,43.0
POI_B0FFFU6C0S,大德社区活动公园,景点,tourism,【自然景观】位于桂城街道，平洲大德社区。,40.0
POI_B02F507LDP,马大将军庙,景点,tourism,【自然景观】位于桂城街道，金桔园4号。,39.0
POI_B02F5045QD,真成周公祠,景点,tourism,【自然景观】位于里水镇，里水镇和桂工业园石塘上北村大街十一巷1号。,40.0
POI_B02F50V3ZM,基督教里水堂,景点,tourism,【自然景观】位于里水镇，环镇南路与里水大道交叉口西北200米。,41.0
POI_B02F507JSS,大沥公园,景点,tourism,【自然景观】位于大沥镇，兴隆街1号。,43.0
POI_B0FFI2ATL2,胡氏宗祠,景点,tourism,【自然景观】位于里水镇，伴仙港新村四巷与伴北路交叉口西北100米。,39.0
POI_B0FFI29O18,罗城三眼井,景点,tourism,【自然景观】位于里水镇，济南路与罗城工业大道交叉口西北240米。,42.0
POI_B0FFH42V09,慕道马公祠,景点,tourism,【自然景观】位于里水镇，里大线与里水通道交叉口东北80米。,40.0
POI_B0FFGAUTTN,寨边五队李氏宗祠,景点,tourism,【自然景观】位于狮山镇，罗村街道寨边村五队。,39.0
POI_B0FFFZ1P4M,潘氏宗祠,景点,tourism,【自然景观】位于里水镇，永青路与永平村东街交叉口西北60米。,41.0
POI_B02F50Y7VB,茶基三圣宫,景点,tourism,【自然景观】位于桂城街道，叠南茶基村428号。,42.0
POI_B02F50UZ0J,芦溪公园,景点,tourism,【自然景观】位于狮山镇，狮山镇芦塘小学。,40.0
POI_B02F5077P8,观音古庙,景点,tourism,【自然景观】位于西樵镇，西樵镇崇南窦头村。,41.0
POI_B02F5076X1,和桂文化广场,景点,tourism,【自然景观】位于里水镇，和顺和桂工业园首期和桂大道8号。,39.0
POI_B0FFI2NKOS,刘氏宗祠,景点,tourism,【自然景观】位于大沥镇，布新大道与339村道交叉口南340米。,40.0
POI_B0FFI8R7U0,大藤水岸公园,景点,tourism,【自然景观】位于狮山镇。,41.0
NH_狮舞（广东醒狮）,狮舞（广东醒狮）,非遗项目,anchor,【国家级非遗】传统舞蹈，传承于西樵镇。,100
NH_十番音乐（佛山十番）,十番音乐（佛山十番）,非遗项目,anchor,【国家级非遗】传统音乐，传承于桂城街道。,100
NH_官窑生菜会,官窑生菜会,非遗项目,anchor,【省级非遗】民俗，传承于狮山镇。,70
NH_灯会（乐安花灯会）,灯会（乐安花灯会）,非遗项目,anchor,【省级非遗】民俗，传承于桂城街道。,70
NH_端午节（盐步老龙礼俗）,端午节（盐步老龙礼俗）,非遗项目,anchor,【省级非遗】民俗，传承于大沥镇。,70
NH_咏春拳（叶问宗支）,咏春拳（叶问宗支）,非遗项目,anchor,【省级非遗】传统体育，传承于桂城街道。,70
NH_藤编（大沥）,藤编（大沥）,非遗项目,anchor,【省级非遗】传统技艺，传承于大沥镇。,70
NH_藤编（里水）,藤编（里水）,非遗项目,anchor,【省级非遗】传统技艺，传承于里水镇。,70
NH_粤曲,粤曲,非遗项目,anchor,【省级非遗】传统音乐，传承于桂城街道。,70
NH_糕点制作技艺（九江煎堆）,糕点制作技艺（九江煎堆）,非遗项目,anchor,【省级非遗】传统技艺，传承于九江镇。,70
NH_九江鱼花生产习俗,九江鱼花生产习俗,非遗项目,anchor,【省级非遗】民俗，传承于九江镇。,70
NH_洪拳（南海洪拳）,洪拳（南海洪拳）,非遗项目,anchor,【省级非遗】传统体育，传承于西樵镇。,70
NH_龙舟说唱,龙舟说唱,非遗项目,anchor,【市级非遗】传统音乐，传承于桂城街道。,50
NH_白眉拳,白眉拳,非遗项目,anchor,【市级非遗】传统体育，传承于里水镇。,50
NH_南海灰塑,南海灰塑,非遗项目,anchor,【市级非遗】传统美术，传承于狮山镇。,50
NH_叠滘弯道赛龙船,叠滘弯道赛龙船,非遗项目,anchor,【市级非遗】传统体育，传承于桂城街道。,50
NH_平洲传统玉器制作技艺,平洲传统玉器制作技艺,非遗项目,anchor,【市级非遗】传统技艺，传承于桂城街道。,50
TOWN_桂城街道,桂城街道,镇街,tourism,南海区七镇街之一，文旅资源分布的重要空间单元。,90
TOWN_九江镇,九江镇,镇街,tourism,南海区七镇街之一，文旅资源分布的重要空间单元。,90
TOWN_丹灶镇,丹灶镇,镇街,tourism,南海区七镇街之一，文旅资源分布的重要空间单元。,90
TOWN_狮山镇,狮山镇,镇街,tourism,南海区七镇街之一，文旅资源分布的重要空间单元。,90
TOWN_大沥镇,大沥镇,镇街,tourism,南海区七镇街之一，文旅资源分布的重要空间单元。,90
TOWN_里水镇,里水镇,镇街,tourism,南海区七镇街之一，文旅资源分布的重要空间单元。,90
